collocation,mle_rank,pmi_rank,tscore_rank,dice_rank,ll_rank,rank_av,rank_nor,rank_opt
hoa linh,941.0,660.0,843.0,935.0,477.0,771.2,653.9752143351775,771.2
cuộc_sống vô_nghĩa,2498.0,3259.0,2479.0,3280.0,0.0,2879.0,2879.0,2879.0
tiểu quản,3185.0,2163.0,3185.0,2824.0,0.0,2839.25,2839.25,2839.25
sẹo vết,2007.0,2153.0,1974.0,1771.0,1557.0,1892.4,1604.7493459645875,1892.4
số_lượng đáng_kể,2863.0,497.0,2862.0,1675.0,1675.0,1914.4,1623.4052779087965,1914.4
đống sớm,3215.0,1835.0,3215.0,2653.0,0.0,2729.5,2729.5,2729.5
hạt ngũ_cốc,3166.0,1956.0,3166.0,2621.0,0.0,2727.25,2727.25,2727.25
mẫu mủ,1122.0,281.0,1087.0,454.0,277.0,644.2,546.2796072026989,644.2
kết_quả nuôi_cấy,3418.0,1477.0,3418.0,3162.0,2330.0,2761.0,2341.319458998217,2761.0
dẫn_xuất tổng_hợp,1832.0,3225.0,1740.0,3038.0,1648.0,2296.6,1947.5096955940983,2296.6
trạng_thái ngẩn_ngơ,387.0,1375.0,368.0,58.0,0.0,547.0,547.0,547.0
u bạch_huyết_bào,2475.0,1259.0,2472.0,757.0,0.0,1740.75,1740.75,1740.75
y_học hạt_nhân,3352.0,2506.0,3352.0,3330.0,0.0,3135.0,3135.0,3135.0
